order_id,user_id,pickup_location,delivery_location,order_amount,order_status,created_at
4590,18047.0,Bengaluru,Udaipur,1030.0,SHIPPED,2024-04-09
16380,14910.0,Bhopal,Jaipur,3596.0,,2023-03-26
9382,29853.0,Bengaluru,Jaipur,702.0,DELIVERED,2023-10-03
27825,9115.0,Delhi,Lucknow,4378.0,PLACED,2024-01-09
6281,1174.0,Jaipur,Bengaluru,492.0,DELIVERED,2023-03-25
25369,25019.0,Pune,Pune,1348.0,DELIVERED,2023-10-19
9993,,Chandigarh,Pune,1899.0,DELIVERED,2023-05-10
16504,14329.0,Bhopal,Chandigarh,837.0,CANCELLED,2023-01-18
17847,25458.0,Bhopal,Bengaluru,1526.0,DELIVERED,2023-10-30
25675,3221.0,Udaipur,Bhopal,220.0,CANCELLED,2025-02-28
14951,26064.0,Chandigarh,Delhi,1150.0,,2023-01-31
28945,20790.0,Lucknow,Pune,348.0,SHIPPED,2025-06-26
26572,99999.0,Chandigarh,Hyderabad,1155.0,PLACED,2024-02-17
2919,21223.0,Delhi,Jaipur,1879.0,DELIVERED,2024-04-29
5658,,Surat,Pune,1246.0,PLACED,2023-07-07
20949,28564.0,Surat,Mumbai,773.0,DELIVERED,2023-12-13
6290,22842.0,Chandigarh,Jaipur,4638.0,SHIPPED,2023-03-15
16362,22861.0,Lucknow,Lucknow,1251.0,DELIVERED,2023-08-22
12484,18257.0,Ahmedabad,Jaipur,3681.0,DELIVERED,2025-06-02
9684,22044.0,Delhi,Mumbai,1584.0,SHIPPED,2023-05-16
13703,21373.0,Jaipur,Mumbai,1558.0,SHIPPED,2023-11-20
5387,18034.0,Ahmedabad,Lucknow,601.0,CANCELLED,2024-03-23
5228,16545.0,Bhopal,Bengaluru,622.0,DELIVERED,2023-10-08
19852,29245.0,Delhi,Mumbai,1074.0,SHIPPED,2024-04-09
5983,18988.0,Pune,Bhopal,375.0,,2024-05-18
17438,10594.0,Ahmedabad,Chandigarh,1110.0,DELIVERED,2025-01-26
29611,16847.0,Bhopal,Delhi,3237.0,DELIVERED,2024-01-10
27821,28802.0,Mumbai,Lucknow,4936.0,PLACED,2025-05-23
29870,11861.0,Hyderabad,Lucknow,4823.0,PLACED,2023-04-16
27960,6065.0,Udaipur,Delhi,3079.0,DELIVERED,2023-08-03
22623,1828.0,Ahmedabad,Delhi,1484.0,CANCELLED,2023-06-05
27348,26865.0,Bhopal,Jaipur,834.0,SHIPPED,2025-03-06
20141,6269.0,,Bhopal,2443.0,DELIVERED,2025-03-23
2901,,Pune,Pune,4046.0,DELIVERED,2025-04-27
6135,2739.0,Lucknow,Mumbai,3821.0,PLACED,2023-08-14
19866,14824.0,Hyderabad,Chandigarh,4245.0,SHIPPED,2023-04-11
10139,27911.0,Delhi,Surat,4462.0,CANCELLED,2023-12-11
24493,25396.0,Bhopal,Chandigarh,3480.0,DELIVERED,2023-11-11
22942,8754.0,Surat,Udaipur,3987.0,DELIVERED,2024-06-14
3663,1271.0,Jaipur,Delhi,2853.0,SHIPPED,2024-09-10
26359,13954.0,Chandigarh,Hyderabad,4533.0,DELIVERED,2024-04-03
3028,7970.0,Udaipur,Lucknow,4155.0,DELIVERED,2025-01-21
6025,1003.0,Delhi,Udaipur,1367.0,SHIPPED,2024-05-14
7496,1697.0,Lucknow,Kolkata,3362.0,DELIVERED,2023-01-31
13801,27383.0,Surat,Ahmedabad,4273.0,PLACED,2024-10-09
3428,13454.0,Bhopal,Chandigarh,2806.0,DELIVERED,2024-09-13
29265,14828.0,Surat,Udaipur,4855.0,PLACED,2024-01-24
1228,15287.0,Ahmedabad,Mumbai,2508.0,SHIPPED,2025-03-04
6363,22031.0,Surat,Hyderabad,1413.0,DELIVERED,2024-06-27
16988,,Udaipur,Udaipur,3115.0,SHIPPED,2023-02-13
11457,8330.0,Surat,Udaipur,1497.0,DELIVERED,2025-04-05
23301,28248.0,Udaipur,Pune,1624.0,PLACED,2023-04-25
24983,5341.0,Hyderabad,Ahmedabad,2359.0,DELIVERED,2023-01-10
2533,24867.0,Hyderabad,Bengaluru,1884.0,PLACED,2024-08-31
24967,18535.0,Surat,Ahmedabad,3892.0,CANCELLED,2024-03-28
16071,25784.0,Bengaluru,,2756.0,DELIVERED,2023-01-05
24436,10685.0,Chandigarh,Bengaluru,1160.0,SHIPPED,2023-01-17
7614,15257.0,Ahmedabad,Mumbai,2961.0,PLACED,2024-06-05
4321,19671.0,Udaipur,Pune,3246.0,DELIVERED,2024-10-17
6910,21137.0,Mumbai,Mumbai,4920.0,CANCELLED,2023-09-11
267,10506.0,Udaipur,Hyderabad,1022.0,CANCELLED,2023-03-29
9316,19479.0,Ahmedabad,Ahmedabad,2586.0,SHIPPED,2024-12-02
24860,16712.0,Pune,Kolkata,667.0,SHIPPED,2024-08-08
18423,1984.0,Delhi,Bhopal,325.0,SHIPPED,2023-01-23
11698,25363.0,Bengaluru,Hyderabad,779.0,PLACED,2024-11-25
20242,25296.0,Chandigarh,Ahmedabad,2204.0,DELIVERED,2023-03-02
2458,18355.0,Bhopal,Ahmedabad,4691.0,PLACED,2023-08-04
15994,20729.0,Delhi,Pune,2643.0,SHIPPED,2025-05-05
26203,4029.0,Hyderabad,Mumbai,3153.0,DELIVERED,2023-09-06
5865,646.0,Bhopal,Bhopal,2547.0,PLACED,2023-08-01
6217,21554.0,Bhopal,Kolkata,1213.0,PLACED,2023-02-19
13245,29626.0,Surat,Jaipur,,DELIVERED,2023-01-07
4903,3200.0,Bengaluru,Udaipur,1519.0,DELIVERED,2024-06-08
18761,24352.0,Delhi,Ahmedabad,4148.0,SHIPPED,2024-10-13
29383,6659.0,Chandigarh,,771.0,CANCELLED,2024-03-07
23262,,Jaipur,Chandigarh,4307.0,SHIPPED,2025-03-16
15876,9991.0,Ahmedabad,Bengaluru,2154.0,SHIPPED,2023-09-26
26443,,Bengaluru,Udaipur,510.0,SHIPPED,2023-04-23
26868,26112.0,???,Surat,1389.0,DELIVERED,2025-03-21
19565,1948.0,Surat,Ahmedabad,,DELIVERED,2024-12-14
5383,27983.0,Lucknow,Bengaluru,,SHIPPED,2023-09-25
29164,99999.0,???,Lucknow,1648.0,DELIVERED,2023-03-20
24986,27314.0,Lucknow,Surat,3456.0,SHIPPED,2024-02-04
11032,956.0,Hyderabad,Jaipur,3466.0,DELIVERED,2025-03-19
8736,14612.0,Udaipur,Jaipur,3320.0,CANCELLED,2023-04-15
27240,23128.0,Udaipur,Pune,135.0,CANCELLED,2023-12-18
6435,24440.0,Lucknow,Lucknow,1742.0,DELIVERED,2024-07-30
21434,16983.0,Surat,Bhopal,2161.0,PLACED,2024-02-20
21855,18818.0,Ahmedabad,Jaipur,1057.0,SHIPPED,2023-10-22
2169,793.0,Pune,Kolkata,-50.0,DELIVERED,2024-12-17
21996,-1.0,Pune,Udaipur,4756.0,PLACED,2023-01-19
22562,20146.0,Kolkata,Jaipur,3273.0,CANCELLED,2025-02-19
24445,,Kolkata,Jaipur,2264.0,SHIPPED,2023-09-21
21687,2272.0,Udaipur,Ahmedabad,,PLACED,2024-11-01
14577,23440.0,Pune,Chandigarh,2538.0,SHIPPED,2023-07-28
13726,8446.0,Bhopal,Bengaluru,558.0,SHIPPED,2023-01-31
4707,4487.0,Bhopal,Bengaluru,4917.0,DELIVERED,2023-07-07
4297,27653.0,Jaipur,Surat,1124.0,CANCELLED,2023-09-23
28951,19184.0,Delhi,Mumbai,3296.0,PLACED,2023-02-22
23586,18049.0,,Kolkata,1317.0,SHIPPED,2024-11-30
3726,28719.0,Ahmedabad,Chandigarh,4903.0,PLACED,2025-01-07
20373,10803.0,Bengaluru,Jaipur,3212.0,PLACED,2025-06-09
6401,18654.0,Delhi,Mumbai,832.0,DELIVERED,2023-10-09
5659,12811.0,Bengaluru,Ahmedabad,1468.0,DELIVERED,2025-05-09
28302,5273.0,Jaipur,Jaipur,4135.0,DELIVERED,2025-01-12
9677,4782.0,Udaipur,Pune,3717.0,PLACED,2025-02-07
26623,19241.0,Unknown,Bengaluru,4085.0,CANCELLED,2025-02-26
1044,25455.0,Mumbai,Udaipur,2103.0,PLACED,2024-12-30
822,16708.0,Pune,Kolkata,4842.0,SHIPPED,2024-05-04
13956,5695.0,Kolkata,Mumbai,785.0,SHIPPED,2024-03-20
14085,15074.0,Jaipur,Kolkata,863.0,DELIVERED,2023-12-05
13283,13217.0,Bhopal,Chandigarh,,SHIPPED,2024-08-21
7485,16620.0,Kolkata,Jaipur,2392.0,DELIVERED,2024-04-05
25884,19316.0,Ahmedabad,Hyderabad,626.0,PLACED,2024-04-28
18716,12239.0,Surat,Chandigarh,466.0,CANCELLED,2025-04-20
28789,14616.0,Jaipur,Udaipur,4025.0,SHIPPED,2024-07-31
27501,22545.0,Delhi,Kolkata,2894.0,PLACED,2024-08-01
26952,4873.0,Udaipur,Surat,2855.0,DELIVERED,2025-02-06
20217,27648.0,Surat,Hyderabad,799.0,DELIVERED,2023-03-17
29059,25921.0,,Surat,728.0,DELIVERED,2024-09-30
26022,19331.0,Surat,,4510.0,DELIVERED,2023-09-08
29884,2964.0,Ahmedabad,Bhopal,703.0,SHIPPED,2025-05-19
13590,17211.0,Ahmedabad,Delhi,1041.0,PLACED,2024-04-29
17992,10944.0,Ahmedabad,Ahmedabad,2823.0,PLACED,2023-10-19
27034,18536.0,Lucknow,Hyderabad,2130.0,DELIVERED,2023-10-21
20549,2785.0,Kolkata,Delhi,2089.0,SHIPPED,2024-12-26
29551,6732.0,Kolkata,Unknown,2688.0,DELIVERED,2023-07-20
2904,25202.0,Udaipur,,,DELIVERED,2025-02-01
28008,7847.0,Bengaluru,Lucknow,1827.0,SHIPPED,2024-02-10
3777,23314.0,Delhi,Ahmedabad,2843.0,DELIVERED,2023-06-17
15479,23844.0,Chandigarh,Lucknow,2963.0,PLACED,2023-01-30
20538,15352.0,Ahmedabad,,4024.0,SHIPPED,2024-05-03
12690,11711.0,Kolkata,Udaipur,4650.0,PLACED,2025-02-22
8185,9432.0,Mumbai,Mumbai,2067.0,DELIVERED,2024-12-28
5041,24752.0,Delhi,Bengaluru,1315.0,CANCELLED,2024-04-10
29527,,Surat,Hyderabad,1247.0,DELIVERED,2024-12-06
29218,23779.0,Delhi,Ahmedabad,2477.0,DELIVERED,2024-08-13
22503,,Lucknow,Ahmedabad,3573.0,CANCELLED,2023-05-17
3185,23991.0,Jaipur,Ahmedabad,3899.0,CANCELLED,2023-07-21
5909,3725.0,Surat,Lucknow,3996.0,CANCELLED,2024-09-21
14652,24051.0,Bengaluru,Hyderabad,2391.0,SHIPPED,2023-04-18
17732,27478.0,Kolkata,Jaipur,1993.0,DELIVERED,2023-07-12
1792,13987.0,Pune,???,509.0,CANCELLED,2023-01-09
1531,15964.0,Surat,Ahmedabad,4188.0,DELIVERED,2025-02-13
24120,21923.0,Udaipur,Mumbai,1461.0,DELIVERED,2023-08-17
3257,,Pune,Udaipur,1833.0,PLACED,2024-04-20
211,28618.0,Bengaluru,Hyderabad,4674.0,PLACED,2023-12-05
3190,2565.0,Delhi,Bengaluru,,SHIPPED,2023-02-26
1669,5460.0,Delhi,Pune,1880.0,DELIVERED,2025-04-02
25619,4886.0,Jaipur,Kolkata,3190.0,DELIVERED,2025-04-20
3109,18847.0,Hyderabad,Bengaluru,887.0,,2024-11-02
12241,26888.0,Surat,Lucknow,256.0,DELIVERED,2023-03-29
4814,15326.0,Kolkata,Delhi,4590.0,SHIPPED,2023-11-01
17688,490.0,Pune,Bengaluru,449.0,,2025-01-25
8506,29086.0,Udaipur,Kolkata,1516.0,DELIVERED,2023-01-06
5415,12169.0,Unknown,,3080.0,CANCELLED,2024-03-15
9200,11914.0,Delhi,Mumbai,1575.0,DELIVERED,2023-10-15
9474,,Kolkata,Kolkata,2120.0,CANCELLED,2024-05-27
24519,19818.0,Bhopal,Bhopal,4194.0,PLACED,2024-05-18
8011,8629.0,Ahmedabad,Mumbai,3284.0,SHIPPED,2025-04-07
12114,7775.0,Chandigarh,,1620.0,PLACED,2023-07-14
11506,99999.0,Bengaluru,Bhopal,2050.0,DELIVERED,2025-03-28
27022,22258.0,Ahmedabad,Lucknow,4278.0,PLACED,2024-09-27
21480,24332.0,,Jaipur,3453.0,SHIPPED,2024-09-04
24164,15169.0,Hyderabad,Mumbai,525.0,DELIVERED,2024-07-17
7404,21258.0,Ahmedabad,Lucknow,2923.0,DELIVERED,2023-07-16
25310,23822.0,Lucknow,Bengaluru,1906.0,CANCELLED,2023-12-04
4581,8961.0,Bhopal,Kolkata,511.0,DELIVERED,2025-02-26
9277,12827.0,Pune,Delhi,2969.0,SHIPPED,2023-08-14
23006,15405.0,Surat,Mumbai,1598.0,DELIVERED,2024-11-11
28002,20339.0,Chandigarh,Kolkata,1482.0,PLACED,2025-02-19
24701,28214.0,Ahmedabad,Kolkata,812.0,DELIVERED,2024-09-05
9527,5251.0,Kolkata,Udaipur,2427.0,DELIVERED,2024-07-26
11718,20193.0,Jaipur,Hyderabad,1813.0,DELIVERED,2023-05-14
3442,,???,Surat,803.0,DELIVERED,2025-05-10
23336,18703.0,Udaipur,Kolkata,2161.0,SHIPPED,2025-05-12
23228,14969.0,,Mumbai,2363.0,DELIVERED,2024-09-19
24381,10814.0,???,Udaipur,2403.0,SHIPPED,2024-02-19
9935,,Delhi,Mumbai,603.0,SHIPPED,2023-03-22
3397,24642.0,Ahmedabad,Chandigarh,4347.0,DELIVERED,2024-05-06
1661,12666.0,Kolkata,Unknown,123.0,SHIPPED,2025-05-24
10905,29180.0,Ahmedabad,,586.0,SHIPPED,2024-10-08
15618,18690.0,Udaipur,Udaipur,,CANCELLED,2024-11-30
10204,15772.0,Jaipur,Bengaluru,3650.0,SHIPPED,2024-03-16
29689,21442.0,???,Delhi,3864.0,DELIVERED,2024-07-09
20533,8945.0,Ahmedabad,Surat,4931.0,DELIVERED,2025-01-07
11579,29782.0,Mumbai,,4837.0,PLACED,2023-03-02
3411,22017.0,Chandigarh,Mumbai,352.0,CANCELLED,2025-05-10
15268,10669.0,Unknown,Ahmedabad,4719.0,DELIVERED,2024-08-25
492,29599.0,,Surat,4303.0,SHIPPED,2024-05-21
21508,8152.0,Ahmedabad,Jaipur,2480.0,CANCELLED,2024-05-14
13982,28670.0,Lucknow,Ahmedabad,357.0,CANCELLED,2024-12-04
27991,27120.0,Lucknow,Lucknow,4128.0,PLACED,2023-07-30
12333,5419.0,Udaipur,Delhi,4614.0,DELIVERED,2023-05-09
3548,18082.0,Bengaluru,Delhi,2707.0,DELIVERED,2024-06-09
5406,4369.0,Lucknow,Lucknow,2247.0,SHIPPED,2023-10-23
15948,4979.0,Hyderabad,Pune,570.0,SHIPPED,2024-05-07
21280,15680.0,Udaipur,Kolkata,440.0,CANCELLED,2023-12-12
17352,16569.0,Delhi,Mumbai,579.0,CANCELLED,2024-10-01
20037,7069.0,Surat,Kolkata,4301.0,CANCELLED,2024-03-18
1636,5549.0,Delhi,Chandigarh,3981.0,SHIPPED,2024-05-29
4169,18720.0,Surat,Mumbai,4603.0,DELIVERED,2023-02-13
10942,13141.0,Kolkata,Bengaluru,2480.0,SHIPPED,2024-01-06
424,,Lucknow,Surat,4366.0,PLACED,2024-09-23
28534,16497.0,Kolkata,Mumbai,1722.0,DELIVERED,2025-05-08
4700,2317.0,Surat,Lucknow,3730.0,SHIPPED,2023-07-20
18090,3366.0,Kolkata,Ahmedabad,204.0,DELIVERED,2023-01-22
4580,3927.0,Lucknow,Bhopal,,DELIVERED,2023-04-04
6603,17488.0,Surat,Ahmedabad,2370.0,DELIVERED,2024-07-09
8562,26962.0,Bengaluru,Udaipur,1758.0,CANCELLED,2025-04-08
27344,25675.0,Ahmedabad,Pune,3812.0,PLACED,2024-09-24
20169,18223.0,Surat,Mumbai,4267.0,DELIVERED,2023-03-07
19898,25968.0,Jaipur,Ahmedabad,3546.0,CANCELLED,2025-01-02
19974,6475.0,Jaipur,Chandigarh,2424.0,DELIVERED,2024-05-03
28985,29565.0,Udaipur,Unknown,3517.0,DELIVERED,2024-05-21
14813,29038.0,,Kolkata,4471.0,CANCELLED,2024-09-26
29802,21530.0,Chandigarh,,1257.0,CANCELLED,2025-01-11
22687,26093.0,Surat,Kolkata,4393.0,PLACED,2024-10-11
20884,5879.0,Chandigarh,Udaipur,2466.0,SHIPPED,2025-06-13
5854,13214.0,Mumbai,Chandigarh,1797.0,SHIPPED,2023-04-01
5027,21503.0,Lucknow,Hyderabad,830.0,SHIPPED,2025-03-10
21868,4267.0,Mumbai,Surat,3744.0,PLACED,2023-11-07
4784,21349.0,Bengaluru,,1685.0,SHIPPED,2023-12-05
5837,11298.0,Unknown,Mumbai,2499.0,SHIPPED,2023-06-14
13460,22363.0,Bhopal,Udaipur,3701.0,CANCELLED,2023-04-30
20153,11216.0,Chandigarh,Ahmedabad,1972.0,DELIVERED,2024-08-07
274,20141.0,Jaipur,Udaipur,1007.0,PLACED,2023-02-05
29064,25224.0,Chandigarh,Chandigarh,2308.0,SHIPPED,2023-05-07
29786,4854.0,Kolkata,Bhopal,216.0,CANCELLED,2025-06-27
25878,24101.0,Pune,Bengaluru,3908.0,CANCELLED,2025-01-20
19081,22596.0,Lucknow,Jaipur,2594.0,DELIVERED,2023-10-17
8293,24699.0,Jaipur,Kolkata,4941.0,DELIVERED,2025-02-27
22274,7249.0,Jaipur,Bengaluru,4509.0,PLACED,2023-08-21
20842,2514.0,Pune,,1541.0,DELIVERED,2023-01-23
5423,22141.0,Lucknow,Bhopal,3021.0,DELIVERED,2024-07-04
23279,2077.0,Unknown,,3070.0,CANCELLED,2023-10-30
6759,1268.0,Chandigarh,Surat,4526.0,DELIVERED,2023-09-18
5512,26617.0,Surat,Bhopal,1191.0,SHIPPED,2023-05-24
6317,3902.0,Mumbai,Lucknow,-50.0,SHIPPED,2023-12-22
27221,24788.0,Surat,Hyderabad,,DELIVERED,2025-06-17
5211,10671.0,Hyderabad,Pune,2770.0,PLACED,2024-09-05
26745,12841.0,Kolkata,Chandigarh,1953.0,DELIVERED,2023-05-11
3032,21874.0,Ahmedabad,Udaipur,4149.0,PLACED,2025-06-27
26321,18738.0,Kolkata,Ahmedabad,4172.0,PLACED,2025-04-02
20002,,Lucknow,Chandigarh,122.0,CANCELLED,2023-09-21
18237,19212.0,Jaipur,Bhopal,232.0,DELIVERED,2024-12-08
11962,12495.0,Bengaluru,Lucknow,4668.0,PLACED,2024-05-13
429,13319.0,Bhopal,Mumbai,1684.0,CANCELLED,2023-12-17
20052,9445.0,Chandigarh,Chandigarh,192.0,DELIVERED,2024-06-13
6245,7457.0,Bhopal,Kolkata,1324.0,DELIVERED,2023-11-07
1256,21579.0,Lucknow,Pune,703.0,DELIVERED,2024-12-04
28227,29164.0,Kolkata,Delhi,2059.0,SHIPPED,2024-05-21
6664,,Mumbai,Chandigarh,3317.0,CANCELLED,2025-05-28
6626,28684.0,Lucknow,,3488.0,DELIVERED,2023-04-11
22370,3633.0,Chandigarh,Kolkata,3731.0,DELIVERED,2024-04-10
3877,27554.0,Udaipur,Bhopal,4126.0,SHIPPED,2023-01-26
4597,23585.0,Bengaluru,Bhopal,2482.0,DELIVERED,2024-12-01
24962,21415.0,Hyderabad,Jaipur,-100.0,SHIPPED,2025-01-09
18474,15715.0,Lucknow,Chandigarh,2666.0,SHIPPED,2024-11-02
26349,13835.0,Surat,Bhopal,638.0,CANCELLED,2023-04-29
8241,1101.0,Ahmedabad,Chandigarh,1953.0,SHIPPED,2023-09-21
22096,2685.0,Jaipur,Bengaluru,2571.0,,2024-04-06
16773,19307.0,Lucknow,Bhopal,3742.0,DELIVERED,2024-11-23
23083,27351.0,Lucknow,Kolkata,,SHIPPED,2023-06-12
25787,23876.0,???,Delhi,902.0,,2024-01-10
3589,25897.0,Ahmedabad,Pune,4467.0,DELIVERED,2024-12-25
5437,1652.0,Kolkata,Surat,595.0,SHIPPED,2024-08-11
23078,99999.0,Hyderabad,Kolkata,1807.0,CANCELLED,2025-05-30
21158,18481.0,Ahmedabad,Delhi,2318.0,CANCELLED,2023-07-02
6814,27276.0,Bengaluru,Surat,2329.0,SHIPPED,2023-01-01
17179,17440.0,Chandigarh,Kolkata,4742.0,DELIVERED,2023-03-18
8603,28067.0,Ahmedabad,Hyderabad,1276.0,DELIVERED,2024-08-30
6165,3699.0,Kolkata,Delhi,1159.0,DELIVERED,2023-02-21
21228,7970.0,Kolkata,Pune,2768.0,DELIVERED,2023-10-15
10009,17836.0,Delhi,Bengaluru,2957.0,DELIVERED,2024-06-09
25752,21809.0,Hyderabad,Jaipur,1351.0,PLACED,2025-04-09
2534,17237.0,Ahmedabad,Ahmedabad,800.0,DELIVERED,2023-04-28
24338,3823.0,Hyderabad,Mumbai,3445.0,PLACED,2024-06-24
23949,10374.0,Ahmedabad,,1521.0,PLACED,2023-08-31
3173,19504.0,Lucknow,Lucknow,4535.0,DELIVERED,2025-06-17
21106,13964.0,Mumbai,Unknown,1293.0,CANCELLED,2023-06-28
1332,99999.0,Delhi,Udaipur,3503.0,DELIVERED,2023-11-24
17293,22846.0,Udaipur,Ahmedabad,1711.0,PLACED,2024-10-05
10169,666.0,Udaipur,Lucknow,1063.0,PLACED,2023-10-04
16306,26830.0,Bhopal,Hyderabad,1348.0,CANCELLED,2024-11-02
21851,21022.0,Surat,Delhi,1467.0,CANCELLED,2023-01-07
21850,1716.0,Bhopal,Surat,4651.0,CANCELLED,2024-11-18
2407,961.0,Delhi,Delhi,2800.0,SHIPPED,2023-01-24
21306,23801.0,Hyderabad,Delhi,3049.0,SHIPPED,2023-04-22
4970,27997.0,Pune,Chandigarh,2701.0,PLACED,2023-05-29
9953,18801.0,Chandigarh,Surat,4524.0,SHIPPED,2023-12-29
24065,21095.0,Pune,,1425.0,CANCELLED,2024-12-03
15206,7889.0,Jaipur,Udaipur,2268.0,SHIPPED,2024-08-26
15096,8521.0,Surat,Hyderabad,1683.0,CANCELLED,2023-01-09
21832,18582.0,Bengaluru,Lucknow,121.0,DELIVERED,2025-02-07
6461,8820.0,Mumbai,Chandigarh,4513.0,CANCELLED,2023-11-11
27990,12907.0,Lucknow,Bhopal,961.0,DELIVERED,2024-12-17
7336,24443.0,Chandigarh,Bhopal,4948.0,PLACED,2024-02-20
7546,99999.0,Mumbai,Kolkata,1379.0,SHIPPED,2023-11-07
4660,21826.0,Udaipur,Udaipur,4866.0,DELIVERED,2023-10-02
