payment_id,order_id,user_id,amount,payment_method,payment_status,payment_time
12806,2927,3825.0,284.0,CASH,PENDING,2023-02-04 03:38:02
8715,14914,17564.0,4373.0,CARD,PENDING,2024-05-07 20:57:35
12028,27135,3621.0,1371.0,UPI,PENDING,2025-04-06 07:17:09
14892,29555,16877.0,249.0,NETBANKING,SUCCESS,2023-12-01 04:04:58
10257,4711,15401.0,3121.0,NETBANKING,SUCCESS,2023-07-02 15:34:55
2933,16309,20829.0,3350.0,UPI,SUCCESS,2025-06-29 17:40:43
5454,14646,16030.0,3011.0,CASH,SUCCESS,2023-02-18 23:50:03
6004,6986,18883.0,3454.0,CASH,SUCCESS,2023-08-26 07:44:16
6152,10863,709.0,3575.0,CASH,SUCCESS,2024-10-17 04:03:37
13739,67,10619.0,3500.0,UPI,PENDING,2023-02-20 21:06:45
4590,18979,16513.0,2137.0,UPI,FAILED,2023-01-03 05:01:32
16380,6826,17761.0,1381.0,CARD,SUCCESS,2025-01-24 13:11:21
9382,8910,2898.0,4037.0,UPI,SUCCESS,2024-07-10 23:36:12
27825,25218,12952.0,3059.0,NETBANKING,PENDING,2023-03-13 10:17:31
6281,22839,22781.0,4043.0,CASH,FAILED,2025-05-02 14:17:34
25369,25346,22909.0,3675.0,UPI,SUCCESS,2024-10-25 03:30:24
9993,26580,25501.0,415.0,CARD,FAILED,2024-11-27 09:05:31
16504,28899,4132.0,2832.0,CARD,SUCCESS,2024-06-21 21:43:57
17847,22916,22015.0,717.0,UPI,PENDING,2024-01-21 02:20:19
25675,25590,21504.0,4831.0,CARD,SUCCESS,2025-02-09 00:36:06
14951,7576,25668.0,973.0,UPI,SUCCESS,2025-02-24 23:27:59
28945,21057,4522.0,759.0,UPI,,2024-08-19 07:35:53
26572,22827,27960.0,3358.0,CARD,SUCCESS,2024-12-14 05:54:54
2919,8945,9446.0,1812.0,CARD,SUCCESS,2025-05-28 16:58:30
5658,25280,21068.0,1199.0,CARD,FAILED,2025-02-22 01:29:46
20949,28596,24923.0,2576.0,CARD,PENDING,2023-10-12 14:47:14
6290,26580,15091.0,2514.0,CASH,SUCCESS,2023-09-09 23:49:27
16362,11732,,791.0,UPI,SUCCESS,2024-09-14 07:47:22
12484,3471,887.0,1096.0,CASH,SUCCESS,2023-12-07 21:24:11
9684,15034,17502.0,2795.0,UPI,SUCCESS,2024-10-09 19:45:32
13703,19724,12205.0,2270.0,CASH,PENDING,2024-07-12 05:13:47
5387,6461,,1477.0,UPI,FAILED,2024-02-22 07:58:13
5228,23795,1839.0,3191.0,???,SUCCESS,2024-05-29 22:28:09
19852,24793,18282.0,1567.0,CASH,SUCCESS,2024-02-11 20:06:58
5983,22697,26204.0,437.0,UNKNOWN,SUCCESS,2024-06-22 12:43:42
17438,10423,7751.0,,UPI,SUCCESS,2023-07-04 23:17:12
29611,26986,23555.0,216.0,UPI,PENDING,2023-11-22 15:25:11
27821,9315,738.0,1708.0,UPI,SUCCESS,2024-07-18 04:41:40
29870,4332,17880.0,904.0,UPI,SUCCESS,2023-02-28 01:35:51
27960,12994,11048.0,897.0,NETBANKING,FAILED,2024-02-09 03:49:02
22623,13982,,1277.0,UPI,SUCCESS,2024-12-27 20:27:56
27348,9848,11905.0,3812.0,CASH,SUCCESS,2025-04-06 10:19:47
20141,28232,25438.0,1431.0,UPI,SUCCESS,2024-10-05 09:34:45
2901,28252,18385.0,891.0,UPI,SUCCESS,2024-07-15 07:24:07
6135,10758,28583.0,4030.0,CASH,PENDING,2024-09-10 06:23:04
19866,24729,28303.0,2483.0,UPI,SUCCESS,2024-12-04 04:50:25
10139,10187,2748.0,779.0,UPI,,2023-03-01 18:49:36
24493,5508,6854.0,,CASH,PENDING,2023-08-25 02:38:04
22942,28793,2421.0,2363.0,CARD,SUCCESS,2024-07-05 02:59:30
3663,13151,26894.0,3567.0,UPI,FAILED,2023-01-31 01:06:09
26359,17222,5796.0,-100.0,CARD,PENDING,2023-07-11 08:23:47
3028,26727,15294.0,1795.0,UPI,PENDING,2024-04-02 12:27:01
6025,25715,6476.0,3102.0,NETBANKING,SUCCESS,2025-03-15 14:21:54
7496,10784,13327.0,3449.0,CASH,PENDING,2024-09-09 11:44:40
13801,4200,-1.0,3322.0,CARD,SUCCESS,2025-01-22 14:40:20
3428,22765,6624.0,427.0,CASH,FAILED,2024-09-27 21:49:42
29265,22701,1539.0,2759.0,UPI,SUCCESS,2024-07-18 08:22:32
1228,14238,792.0,639.0,NETBANKING,SUCCESS,2024-09-30 05:20:12
6363,11753,20169.0,2261.0,UPI,PENDING,2023-04-22 14:26:40
16988,19421,21216.0,1435.0,UPI,SUCCESS,2023-04-12 10:25:37
11457,21926,27355.0,999999.0,NETBANKING,SUCCESS,2024-10-06 17:41:19
23301,22702,-1.0,703.0,UPI,FAILED,2025-03-05 01:08:49
24983,25384,20093.0,1565.0,UPI,PENDING,2023-01-22 03:50:34
2533,21040,6461.0,4942.0,UPI,SUCCESS,2023-07-26 01:28:32
24967,10433,27308.0,913.0,UPI,SUCCESS,2023-12-05 00:15:07
16071,28048,18434.0,,UPI,PENDING,2024-12-05 14:31:19
24436,23881,4995.0,722.0,CASH,SUCCESS,2024-03-10 03:41:50
7614,15685,3240.0,3463.0,CASH,SUCCESS,2025-04-30 15:21:33
4321,24413,13634.0,188.0,UPI,SUCCESS,2023-06-01 17:24:22
6910,14949,26004.0,430.0,UPI,FAILED,2023-10-09 09:30:31
267,28189,15827.0,-50.0,UPI,SUCCESS,2023-11-01 22:19:29
9316,1152,18232.0,4220.0,UPI,SUCCESS,2024-06-06 14:48:42
24860,23712,26761.0,4216.0,NETBANKING,SUCCESS,2025-01-11 09:37:41
18423,13233,10907.0,1045.0,CASH,SUCCESS,2024-12-13 02:21:23
11698,5315,28748.0,999999.0,CARD,PENDING,2024-05-26 17:21:43
20242,8206,21970.0,1273.0,CASH,PENDING,2023-11-23 11:16:36
2458,11104,19859.0,999999.0,CASH,FAILED,2023-05-21 11:09:54
15994,25297,,4437.0,CARD,PENDING,2023-11-13 07:09:29
26203,23750,2450.0,,CARD,SUCCESS,2024-02-04 22:47:17
5865,4308,19722.0,1896.0,CARD,PENDING,2024-10-05 16:27:36
6217,4809,99999.0,4789.0,UPI,PENDING,2023-08-07 23:39:34
13245,15956,28460.0,1467.0,UPI,PENDING,2024-05-29 07:36:43
4903,23764,17424.0,689.0,CARD,SUCCESS,2024-11-24 11:53:51
18761,26194,8514.0,2097.0,UPI,SUCCESS,2024-10-28 07:29:13
29383,4550,5152.0,4584.0,CARD,SUCCESS,2025-01-11 12:47:43
23262,28508,1828.0,2214.0,CASH,PENDING,2024-01-14 10:36:09
15876,7126,6075.0,1752.0,CARD,SUCCESS,2023-10-19 10:54:16
26443,3808,25822.0,4149.0,CASH,SUCCESS,2023-01-18 13:43:53
26868,4299,2054.0,3663.0,CASH,SUCCESS,2024-08-07 03:27:33
19565,6162,11874.0,3196.0,CARD,PENDING,2024-05-14 09:35:54
5383,24496,3883.0,999999.0,CARD,SUCCESS,2023-04-08 22:37:56
29164,10305,11425.0,4876.0,UPI,SUCCESS,2024-04-05 15:45:28
24986,8542,19155.0,3443.0,CARD,SUCCESS,2023-12-04 15:50:59
11032,23038,25651.0,2718.0,CASH,SUCCESS,2025-04-19 20:57:14
8736,4420,14661.0,969.0,CASH,PENDING,2024-07-29 11:11:32
27240,20981,29423.0,3444.0,UPI,SUCCESS,2025-03-27 03:59:35
6435,15191,342.0,2633.0,CARD,FAILED,2024-12-20 13:19:05
21434,23932,18738.0,1385.0,UPI,SUCCESS,2024-08-24 07:37:33
21855,13960,21025.0,350.0,CARD,SUCCESS,2023-05-03 23:09:20
2169,22140,22008.0,1359.0,UNKNOWN,PENDING,2024-12-14 13:52:02
21996,23282,1022.0,1288.0,UPI,SUCCESS,2025-02-15 12:06:36
22562,4495,503.0,702.0,UPI,SUCCESS,2023-08-09 14:01:49
24445,15062,3068.0,976.0,UPI,SUCCESS,2023-08-07 06:18:50
21687,3862,5583.0,3582.0,CARD,SUCCESS,2023-02-25 06:00:10
14577,2190,26090.0,1337.0,CASH,SUCCESS,2024-06-21 13:44:52
13726,1319,16445.0,212.0,,,2023-08-07 09:23:06
4707,25017,26768.0,3376.0,NETBANKING,SUCCESS,2025-04-21 05:01:53
4297,9324,21588.0,3969.0,UPI,FAILED,2025-06-15 20:12:23
28951,594,7492.0,227.0,CARD,FAILED,2023-06-25 06:28:46
23586,27872,1488.0,1299.0,UPI,SUCCESS,2024-07-29 08:06:44
3726,11810,14847.0,3167.0,UPI,SUCCESS,2024-01-04 19:04:11
20373,13500,3685.0,688.0,CASH,SUCCESS,2025-05-15 12:04:56
6401,8499,11435.0,245.0,UPI,PENDING,2023-11-29 22:39:25
5659,25431,3438.0,2956.0,CARD,SUCCESS,2023-07-18 13:51:07
28302,18277,,3356.0,NETBANKING,SUCCESS,2024-05-02 15:04:23
9677,1188,5060.0,1402.0,UPI,SUCCESS,2025-04-03 06:34:17
26623,15745,17904.0,2698.0,UPI,PENDING,2025-01-19 07:29:07
1044,21937,7488.0,300.0,UPI,SUCCESS,2025-01-07 20:26:56
822,25481,25525.0,3874.0,UPI,PENDING,2024-07-21 04:05:03
13956,4376,23607.0,1280.0,NETBANKING,SUCCESS,2023-08-09 14:50:34
14085,15525,24853.0,1823.0,UPI,PENDING,2025-02-28 09:03:00
13283,5784,15437.0,3471.0,CARD,SUCCESS,2023-11-22 23:10:54
7485,5728,8364.0,1969.0,CARD,SUCCESS,2025-02-09 10:10:42
25884,24307,24787.0,4508.0,CASH,PENDING,2023-07-11 18:02:56
18716,16607,23243.0,3991.0,UPI,SUCCESS,2023-01-27 09:34:09
28789,24188,3454.0,4681.0,CARD,SUCCESS,2024-07-06 04:09:43
27501,5093,7410.0,3805.0,CASH,PENDING,2024-10-17 00:45:53
26952,20388,23171.0,4691.0,UPI,PENDING,2023-05-20 16:02:12
20217,23724,6006.0,356.0,CARD,SUCCESS,2024-05-06 10:51:23
29059,5683,859.0,2862.0,NETBANKING,SUCCESS,2023-03-27 16:48:04
26022,21960,-1.0,4040.0,UPI,PENDING,2023-12-26 18:30:34
29884,29904,21543.0,1631.0,,SUCCESS,2024-09-30 05:43:22
13590,27289,371.0,,UPI,PENDING,2024-02-12 10:00:34
17992,6873,,2231.0,UPI,SUCCESS,2024-03-26 17:48:04
27034,24245,16282.0,1808.0,UPI,SUCCESS,2023-06-21 09:26:49
20549,21705,17988.0,2736.0,CASH,SUCCESS,2024-09-15 07:28:28
29551,22412,15779.0,2261.0,CASH,PENDING,2023-03-27 04:39:37
2904,14512,3245.0,891.0,UPI,FAILED,2023-04-28 05:14:26
28008,11894,20583.0,716.0,UPI,SUCCESS,2023-02-02 20:02:52
3777,12594,1856.0,4183.0,,SUCCESS,2023-12-21 06:42:03
15479,23646,11324.0,417.0,CARD,PENDING,2025-04-01 16:46:38
20538,11424,21608.0,4367.0,CARD,PENDING,2023-08-31 17:19:42
12690,27860,26859.0,4726.0,UPI,SUCCESS,2025-02-15 09:09:04
8185,11881,20122.0,665.0,CARD,SUCCESS,2023-11-14 14:40:53
5041,12481,26685.0,4546.0,CARD,PENDING,2024-07-20 02:48:41
29527,12535,21196.0,3925.0,UPI,SUCCESS,2024-09-16 06:32:07
29218,6455,8427.0,2638.0,NETBANKING,SUCCESS,2024-12-07 23:02:34
22503,23243,20776.0,3869.0,UPI,SUCCESS,2023-12-25 14:34:56
3185,29622,19366.0,3779.0,UPI,FAILED,2024-05-05 18:46:28
5909,10896,9228.0,696.0,UPI,SUCCESS,2025-04-11 13:02:27
14652,14673,24281.0,1840.0,UPI,FAILED,2024-08-02 02:20:34
17732,9234,29553.0,2828.0,UPI,SUCCESS,2023-10-16 18:13:11
1792,11288,4909.0,3316.0,CARD,PENDING,2024-10-07 00:30:45
1531,59,,2459.0,UPI,SUCCESS,2023-10-18 23:30:20
24120,1593,19784.0,1478.0,NETBANKING,SUCCESS,2025-03-19 16:04:56
3257,24436,10535.0,,UPI,PENDING,2025-06-09 08:48:26
211,15838,8425.0,382.0,NETBANKING,PENDING,2023-04-03 20:51:05
3190,9648,12143.0,1481.0,CARD,SUCCESS,2024-07-12 23:16:15
1669,29604,17513.0,2509.0,CASH,SUCCESS,2025-06-28 23:28:26
25619,12213,7249.0,1886.0,NETBANKING,,2024-10-29 00:05:25
3109,4961,11577.0,4739.0,CASH,SUCCESS,2023-05-12 21:49:04
12241,24063,12074.0,4659.0,???,SUCCESS,2023-10-06 11:53:35
4814,19647,4740.0,3989.0,CARD,SUCCESS,2023-08-05 15:37:42
17688,9049,22825.0,2353.0,NETBANKING,SUCCESS,2023-04-28 03:57:44
8506,15456,27914.0,1236.0,,SUCCESS,2024-12-28 11:19:10
5415,29284,2483.0,1752.0,UPI,SUCCESS,2024-08-16 01:39:25
9200,26131,26418.0,902.0,UPI,SUCCESS,2025-01-17 04:10:31
9474,19837,24139.0,400.0,NETBANKING,SUCCESS,2023-08-21 05:18:50
24519,4435,17480.0,4287.0,UPI,SUCCESS,2023-10-17 20:25:28
8011,7396,20186.0,2852.0,CARD,SUCCESS,2024-02-07 21:36:56
12114,3272,21044.0,3775.0,NETBANKING,SUCCESS,2024-11-12 00:59:19
11506,16218,27831.0,867.0,CARD,SUCCESS,2024-04-06 17:14:13
27022,28721,16402.0,1745.0,UPI,SUCCESS,2023-10-28 17:14:28
21480,11854,26435.0,4086.0,CARD,SUCCESS,2023-08-04 12:45:13
24164,840,2346.0,3811.0,CASH,SUCCESS,2023-04-15 14:26:30
7404,12413,282.0,4990.0,CARD,SUCCESS,2023-09-26 04:46:38
25310,9210,25639.0,1297.0,CARD,SUCCESS,2023-08-01 14:35:47
4581,11589,4686.0,3208.0,CARD,PENDING,2025-06-21 21:24:56
9277,26608,11690.0,178.0,CASH,SUCCESS,2024-03-29 17:43:54
23006,3702,16804.0,2748.0,CARD,PENDING,2023-08-08 10:41:37
28002,22130,27547.0,1055.0,UPI,SUCCESS,2024-08-23 01:59:36
24701,23677,5787.0,1962.0,UPI,PENDING,2023-04-27 23:31:55
9527,21144,21824.0,838.0,CASH,SUCCESS,2024-05-20 15:13:33
11718,8579,6610.0,509.0,NETBANKING,FAILED,2023-07-18 06:38:50
3442,18511,21175.0,2032.0,CARD,SUCCESS,2023-03-26 05:17:19
23336,10865,2912.0,544.0,CARD,PENDING,2023-08-05 23:23:47
23228,20417,17881.0,1047.0,UPI,PENDING,2024-04-27 11:15:13
24381,25894,26057.0,3039.0,CARD,SUCCESS,2023-12-12 14:26:17
9935,2740,24735.0,1764.0,UPI,SUCCESS,2023-03-28 16:13:20
3397,13467,22183.0,4830.0,UPI,PENDING,2023-03-22 13:19:31
1661,27535,15673.0,1347.0,CARD,SUCCESS,2024-08-23 08:54:32
10905,12888,12007.0,4107.0,UPI,SUCCESS,2024-01-11 17:06:20
15618,1740,8404.0,2473.0,UPI,FAILED,2024-06-11 06:36:51
10204,14625,9207.0,4348.0,CASH,SUCCESS,2024-07-22 01:38:22
29689,12677,26165.0,256.0,UPI,SUCCESS,2024-10-06 08:37:04
20533,29282,26448.0,1366.0,CASH,SUCCESS,2023-07-01 01:27:11
11579,20080,3414.0,1610.0,UPI,PENDING,2024-09-08 07:22:21
3411,7792,8273.0,2124.0,,PENDING,2024-08-19 02:36:48
15268,6150,25185.0,4002.0,UPI,SUCCESS,2024-11-17 15:33:00
492,29089,,1376.0,UPI,SUCCESS,2024-04-10 14:34:42
21508,26714,1121.0,2496.0,CASH,FAILED,2023-01-04 18:55:11
13982,14693,1533.0,1522.0,CARD,SUCCESS,2024-06-25 23:25:50
27991,29952,20904.0,2090.0,UPI,SUCCESS,2024-05-11 00:44:52
12333,11224,1330.0,4254.0,UNKNOWN,SUCCESS,2023-03-31 17:31:32
3548,5309,15455.0,2321.0,CASH,SUCCESS,2025-03-11 10:08:24
5406,24741,6571.0,3560.0,UNKNOWN,SUCCESS,2024-01-07 08:40:05
15948,15708,10494.0,4893.0,CASH,PENDING,2023-10-24 08:15:30
21280,5497,765.0,1594.0,CARD,SUCCESS,2024-04-10 17:19:41
17352,17947,1544.0,2941.0,UPI,SUCCESS,2024-12-13 03:08:45
20037,19005,18128.0,1190.0,UPI,SUCCESS,2024-09-21 11:19:51
1636,13285,3355.0,4559.0,CASH,SUCCESS,2024-10-21 06:01:01
4169,6996,19671.0,1841.0,CARD,FAILED,2024-05-24 00:42:06
10942,23014,15819.0,3578.0,CARD,SUCCESS,2024-09-24 09:34:43
424,6218,11922.0,3306.0,UPI,PENDING,2025-01-02 09:14:52
28534,5298,5904.0,209.0,NETBANKING,SUCCESS,2023-04-22 17:37:01
4700,14776,1690.0,296.0,CARD,PENDING,2023-08-20 21:24:19
18090,7618,8155.0,1228.0,UPI,FAILED,2023-05-22 07:34:05
4580,1913,24668.0,4678.0,UPI,SUCCESS,2023-04-26 11:23:48
6603,23056,13100.0,3986.0,CARD,PENDING,2024-09-17 13:32:55
8562,23074,8299.0,1852.0,CARD,SUCCESS,2024-07-16 11:02:15
27344,12288,9238.0,1813.0,UPI,SUCCESS,2025-03-20 07:48:21
20169,7665,2092.0,2470.0,NETBANKING,SUCCESS,2023-09-15 06:42:05
19898,29921,282.0,2258.0,CARD,SUCCESS,2023-11-24 12:20:16
19974,26946,19941.0,4467.0,NETBANKING,PENDING,2023-05-19 19:37:28
28985,13408,22503.0,4209.0,NETBANKING,SUCCESS,2024-09-09 18:49:33
14813,8490,11577.0,883.0,CASH,SUCCESS,2024-06-25 03:21:13
29802,15287,28724.0,159.0,CASH,PENDING,2024-07-18 20:26:48
22687,29589,1376.0,3796.0,CARD,SUCCESS,2023-07-24 02:15:45
20884,2096,29613.0,2177.0,UPI,PENDING,2024-04-18 21:27:36
5854,309,10514.0,1063.0,???,SUCCESS,2023-01-02 12:38:45
5027,21235,7377.0,4477.0,NETBANKING,SUCCESS,2023-08-24 11:40:00
21868,5663,16173.0,2264.0,UPI,SUCCESS,2023-05-15 21:23:17
4784,2626,22949.0,2066.0,UPI,SUCCESS,2023-08-12 03:49:37
5837,21938,28666.0,160.0,CASH,SUCCESS,2024-04-18 19:22:50
13460,4379,8092.0,3088.0,CARD,SUCCESS,2024-08-07 15:43:29
20153,23220,25860.0,2305.0,UPI,SUCCESS,2023-10-09 08:49:12
274,9683,26343.0,1298.0,,SUCCESS,2023-03-25 02:23:37
29064,12010,23951.0,658.0,CARD,SUCCESS,2024-07-19 12:28:46
29786,8454,18279.0,3403.0,UPI,SUCCESS,2023-10-17 18:38:27
25878,27939,27566.0,499.0,CASH,PENDING,2023-05-12 11:46:59
19081,13165,,,CASH,SUCCESS,2025-04-02 15:14:22
8293,13599,9304.0,2840.0,CARD,SUCCESS,2024-08-17 15:28:14
22274,4329,10016.0,3164.0,CASH,FAILED,2023-08-07 22:20:41
20842,14470,28427.0,2517.0,CASH,SUCCESS,2024-08-20 14:25:52
5423,25465,4165.0,361.0,UPI,SUCCESS,2025-04-14 02:22:21
23279,23770,28636.0,1347.0,CASH,FAILED,2023-04-12 09:01:01
6759,8861,28654.0,1594.0,CASH,,2023-10-07 05:10:55
5512,9116,6244.0,,UPI,FAILED,2024-03-14 00:57:25
6317,428,18223.0,362.0,CARD,SUCCESS,2024-04-25 00:28:18
27221,3456,10827.0,4500.0,CASH,SUCCESS,2025-04-17 06:56:34
5211,25447,16630.0,3866.0,NETBANKING,PENDING,2023-05-19 11:08:53
26745,14441,29299.0,1832.0,CARD,FAILED,2023-06-16 09:39:56
3032,2331,6447.0,1506.0,UPI,SUCCESS,2023-02-28 17:52:37
26321,6216,16714.0,1874.0,CASH,SUCCESS,2025-04-12 10:33:43
20002,15975,6663.0,860.0,CASH,PENDING,2024-07-11 00:40:26
18237,18066,15053.0,1806.0,,SUCCESS,2024-09-13 11:19:54
11962,25388,150.0,4476.0,UPI,SUCCESS,2024-05-31 18:50:07
429,9352,21563.0,1091.0,CARD,SUCCESS,2025-03-01 09:38:07
20052,9437,13885.0,3136.0,UPI,SUCCESS,2025-02-27 21:26:00
6245,26314,10380.0,4138.0,UPI,SUCCESS,2024-04-09 03:39:49
1256,1522,5681.0,1434.0,UPI,PENDING,2025-05-26 04:21:23
28227,1574,10600.0,1404.0,???,SUCCESS,2024-03-18 10:43:31
6664,2887,16840.0,3319.0,???,SUCCESS,2024-10-01 01:24:45
6626,15021,28583.0,3460.0,UPI,PENDING,2024-03-30 09:01:42
22370,4796,582.0,2191.0,???,SUCCESS,2023-11-17 07:54:58
3877,21352,10676.0,671.0,UPI,SUCCESS,2023-08-17 00:19:51
4597,8120,13113.0,1896.0,UPI,SUCCESS,2025-02-20 10:16:57
24962,3351,6431.0,4523.0,,SUCCESS,2024-03-15 22:21:10
18474,14595,28383.0,1950.0,CASH,SUCCESS,2024-10-14 03:27:26
26349,22066,2756.0,4451.0,CASH,SUCCESS,2024-05-02 11:48:01
8241,19458,29295.0,4584.0,UPI,SUCCESS,2025-04-14 10:15:18
22096,1299,23850.0,4183.0,CARD,PENDING,2023-09-26 07:14:52
16773,24831,10239.0,3685.0,CARD,SUCCESS,2025-06-04 09:04:44
23083,8921,11108.0,2447.0,UPI,SUCCESS,2024-06-22 09:06:23
25787,17051,2773.0,1948.0,UPI,SUCCESS,2023-09-20 03:56:30
3589,12965,23662.0,1423.0,UPI,SUCCESS,2024-08-06 04:27:26
5437,27884,1627.0,-100.0,CARD,PENDING,2025-06-02 16:26:19
23078,10065,11684.0,4524.0,UPI,SUCCESS,2023-04-05 08:11:02
21158,4350,19542.0,1758.0,CASH,SUCCESS,2024-10-09 06:04:28
6814,10268,8601.0,1214.0,UPI,PENDING,2023-08-14 03:53:18
17179,8311,11152.0,1470.0,CARD,SUCCESS,2023-06-05 22:05:00
8603,14039,9791.0,3482.0,CARD,SUCCESS,2024-11-05 21:00:49
6165,1234,26299.0,747.0,CARD,SUCCESS,2025-02-18 20:12:06
21228,27911,25674.0,3636.0,NETBANKING,SUCCESS,2023-07-04 00:16:33
10009,2776,16150.0,3470.0,CARD,SUCCESS,2025-06-14 22:20:26
25752,2762,11374.0,4242.0,CARD,FAILED,2025-06-23 10:59:23
2534,2707,14401.0,1277.0,CARD,FAILED,2023-12-13 00:31:15
24338,17011,4580.0,1511.0,CASH,SUCCESS,2023-12-26 09:55:04
23949,12897,25680.0,1658.0,NETBANKING,,2023-08-21 22:16:14
3173,19322,5335.0,2048.0,NETBANKING,SUCCESS,2023-09-24 07:26:03
21106,15689,24521.0,1282.0,UNKNOWN,SUCCESS,2024-06-21 03:45:03
1332,21657,23264.0,4439.0,UPI,,2023-05-22 13:54:17
17293,5145,9501.0,3710.0,NETBANKING,SUCCESS,2023-09-22 15:32:45
10169,17538,10659.0,1046.0,NETBANKING,SUCCESS,2025-01-15 01:09:23
16306,6030,17899.0,,UPI,SUCCESS,2025-05-21 16:58:11
21851,27291,5924.0,1325.0,NETBANKING,FAILED,2023-01-30 11:37:36
