area_id,area_name,city,pincode,delivery_charge
15233,Jodhpur,Uttar Pradesh,110001,50.03
24872,Kanpur,Haryana,160017,42.92
2112,,Gujarat,313001,42.31
3123,Gurgaon,Madhya Pradesh,324005,81.97
22126,Noida,Rajasthan,XXXXX,-5.0
19407,Indore,Gujarat,226001,71.39
6092,Indore,Tamil Nadu,160017,187.37
26995,Jodhpur,Delhi,201301,110.94
29835,Amritsar,Haryana,324005,190.51
22992,Mumbai,Delhi,313001,169.21
16597,Ahmedabad,Maharashtra,999999,72.37
25694,Ajmer,Delhi,324005,165.08
9647,Pune,Rajasthan,324005,135.99
28018,Delhi,Haryana,411001,117.82
23125,Ahmedabad,Rajasthan,400001,43.89
25545,Pune,Maharashtra,226001,117.7
12650,Amritsar,Uttar Pradesh,380001,154.38
28061,Jodhpur,Delhi,000000,15.26
27125,Udaipur,Karnataka,160017,189.0
22112,Ajmer,Gujarat,122001,92.94
97,Delhi,Gujarat,411001,115.42
21249,Surat,Uttar Pradesh,560001,50.68
22682,Jodhpur,Tamil Nadu,560001,78.45
929,Kota,Madhya Pradesh,560001,166.93
26377,Bengaluru,Madhya Pradesh,380001,116.52
9893,Amritsar,Madhya Pradesh,302001,34.03
10298,Lucknow,Karnataka,160017,103.6
25060,Kota,Tamil Nadu,201301,49.04
16325,Vadodara,Delhi,302001,77.37
9754,Jaipur,Tamil Nadu,110001,16.76
3470,NaN,Haryana,400001,25.41
25979,Jaipur,,226001,148.77
13678,Kota,Karnataka,411001,88.4
3580,Bengaluru,Punjab,122001,142.32
7828,Ahmedabad,Madhya Pradesh,313001,121.74
5536,Noida,Delhi,160017,88.23
8651,Vadodara,Punjab,122001,98.43
22012,,Punjab,313001,95.36
29570,Delhi,Punjab,380001,
16779,Bhopal,Maharashtra,380001,101.58
29822,Pune,Gujarat,380001,19.27
20517,Kanpur,Tamil Nadu,313001,12.44
5326,Pune,Uttar Pradesh,411001,118.93
18392,Gurgaon,Delhi,313001,128.11
19045,Indore,Haryana,411001,126.1
4286,Jaipur,Maharashtra,201301,183.63
6329,Gurgaon,Uttar Pradesh,324005,92.11
18141,Kanpur,Maharashtra,160017,61.83
28947,Kota,Haryana,160017,118.72
29796,Indore,Uttar Pradesh,411001,169.19
7566,Pune,Haryana,560001,195.42
14772,Delhi,Maharashtra,226001,186.24
7894,Udaipur,Karnataka,302001,182.25
13178,Pune,Maharashtra,411001,93.56
13762,Lucknow,Delhi,324005,197.42
22807,Jodhpur,Haryana,324005,166.51
19291,Ajmer,Gujarat,226001,149.8
7666,,Gujarat,560001,166.14
9708,Mumbai,Uttar Pradesh,380001,137.7
26384,Surat,Gujarat,324005,177.09
3790,Bhopal,Haryana,122001,146.17
19215,Udaipur,Maharashtra,380001,188.53
27711,Ahmedabad,Punjab,201301,27.3
15076,Ajmer,Uttar Pradesh,380001,31.77
3387,Kanpur,Madhya Pradesh,226001,
28553,,Tamil Nadu,560001,177.15
7568,Amritsar,Uttar Pradesh,380001,39.93
19853,Kanpur,Uttar Pradesh,400001,54.74
18732,Bhopal,Delhi,380001,175.53
15341,Delhi,Haryana,226001,127.23
10446,Delhi,Rajasthan,122001,193.62
27068,Bhopal,Tamil Nadu,400001,182.67
19715,Mumbai,Tamil Nadu,380001,147.64
2961,Ahmedabad,Karnataka,324005,100.78
10766,Bhopal,Uttar Pradesh,400001,107.71
25927,Delhi,Maharashtra,400001,42.22
14685,Noida,Karnataka,226001,139.28
21838,Ahmedabad,Karnataka,411001,123.51
2326,Jodhpur,Unknown,380001,94.73
29634,Amritsar,Rajasthan,122001,107.79
6995,Surat,Karnataka,560001,119.58
16561,Gurgaon,Rajasthan,122001,34.56
29842,Kota,Tamil Nadu,400001,132.06
21713,Ajmer,Karnataka,226001,154.65
15406,Indore,Maharashtra,380001,42.58
29392,Mumbai,Karnataka,324005,46.92
4750,Noida,Uttar Pradesh,411001,78.4
8319,Surat,Maharashtra,122001,82.02
18082,Indore,Gujarat,abc123,
4585,Kota,Uttar Pradesh,400001,22.33
25506,Vadodara,Karnataka,000000,12.52
12632,Delhi,Uttar Pradesh,110001,106.7
11207,Mumbai,Delhi,380001,154.56
24201,Indore,Uttar Pradesh,201301,27.23
16489,Ajmer,Rajasthan,313001,139.39
22478,Ajmer,Haryana,122001,148.46
29246,Bengaluru,Maharashtra,380001,159.11
4689,Delhi,Tamil Nadu,380001,73.38
17270,Gurgaon,Madhya Pradesh,160017,163.72
12218,Gurgaon,Rajasthan,201301,87.27
7648,Kota,Tamil Nadu,380001,106.12
737,Udaipur,Haryana,999999,130.99
22765,Gurgaon,Maharashtra,302001,17.54
26939,Ajmer,Karnataka,XXXXX,159.9
6203,Chandigarh,Unknown,313001,51.23
9045,Vadodara,Madhya Pradesh,160017,165.71
24839,Pune,,226001,142.14
26240,Mumbai,Haryana,411001,147.17
1711,Ahmedabad,Gujarat,313001,37.7
26800,Ahmedabad,Karnataka,411001,45.84
19376,Ahmedabad,Haryana,324005,26.26
6597,Surat,Delhi,313001,114.88
27153,Noida,Gujarat,122001,144.6
2477,Ajmer,Punjab,411001,152.16
2868,Ajmer,Karnataka,380001,197.79
23235,Mumbai,Delhi,560001,189.11
6150,Indore,Gujarat,122001,114.23
20855,Ajmer,Delhi,302001,98.79
6493,Jaipur,Rajasthan,110001,53.74
17766,Kanpur,Rajasthan,302001,138.26
13085,Ahmedabad,Tamil Nadu,160017,105.61
25856,Chandigarh,Madhya Pradesh,201301,178.34
9074,Jodhpur,Delhi,560001,42.47
16986,Indore,Haryana,000000,167.4
27658,Lucknow,Rajasthan,560001,131.76
7572,Lucknow,Karnataka,160017,160.27
12147,???,Punjab,411001,88.79
4230,Kanpur,,226001,77.03
5628,Bhopal,Rajasthan,400001,140.26
8410,,Haryana,560001,
12884,Surat,Maharashtra,110001,176.08
16462,Delhi,Haryana,411001,71.85
3287,Bengaluru,Tamil Nadu,160017,39.19
13506,,Haryana,560001,130.87
23120,,Punjab,560001,109.95
23003,,Delhi,411001,112.79
27870,Surat,Haryana,411001,114.01
29705,Kota,Maharashtra,302001,179.21
5097,Jodhpur,Madhya Pradesh,411001,102.17
10982,Bhopal,Tamil Nadu,201301,65.14
4182,Jodhpur,Punjab,122001,171.95
12839,Udaipur,Delhi,380001,111.46
12182,Surat,Madhya Pradesh,302001,199.22
11995,Pune,Madhya Pradesh,110001,82.22
11013,Vadodara,Delhi,226001,21.38
24776,Mumbai,,160017,174.36
17121,Mumbai,Madhya Pradesh,302001,118.07
23106,Udaipur,Unknown,122001,113.53
15447,Jaipur,Rajasthan,160017,60.04
24084,Chandigarh,Tamil Nadu,324005,96.33
19818,Mumbai,Haryana,313001,125.54
10825,Lucknow,Delhi,380001,165.06
28997,Jodhpur,Rajasthan,999999,136.98
10010,Amritsar,Tamil Nadu,302001,14.16
10835,Jodhpur,Haryana,560001,91.23
20231,Indore,Delhi,324005,20.64
7114,Surat,Rajasthan,160017,60.56
20895,Pune,Punjab,313001,147.65
29464,Delhi,Haryana,313001,60.56
6426,Indore,Rajasthan,110001,44.89
2508,Pune,Maharashtra,400001,-5.0
16089,Jodhpur,Uttar Pradesh,122001,162.82
24546,Amritsar,Rajasthan,411001,44.21
18338,Lucknow,Punjab,122001,137.5
13817,Amritsar,Haryana,324005,156.99
22144,Jodhpur,Tamil Nadu,400001,145.06
3644,Gurgaon,Tamil Nadu,226001,198.78
16512,Surat,Gujarat,560001,180.8
10425,Bhopal,Gujarat,302001,
14315,Kota,Punjab,560001,-10.0
23542,Indore,Delhi,abc123,29.77
14920,Indore,Madhya Pradesh,400001,123.74
16037,Pune,,122001,112.09
29138,Bhopal,Gujarat,226001,163.78
29850,Lucknow,Tamil Nadu,122001,13.29
22462,Pune,Karnataka,400001,105.32
9359,Jodhpur,Delhi,160017,136.25
28648,Gurgaon,Haryana,560001,40.79
1110,Ahmedabad,Gujarat,400001,163.85
29560,???,Punjab,302001,73.32
24416,Indore,Delhi,324005,10.03
10502,Delhi,???,313001,150.41
28268,Kota,Punjab,400001,18.83
10158,Jodhpur,Haryana,226001,30.67
18473,Bhopal,Madhya Pradesh,abc123,17.41
28366,Pune,Madhya Pradesh,324005,177.38
24017,Bhopal,Uttar Pradesh,400001,73.27
10657,Jodhpur,Rajasthan,201301,129.61
6282,Gurgaon,Maharashtra,400001,23.51
17306,Chandigarh,Maharashtra,110001,-5.0
21915,,Karnataka,160017,83.78
28452,Mumbai,Uttar Pradesh,380001,120.17
28686,Surat,Delhi,400001,122.77
14931,Ajmer,Gujarat,324005,45.16
17171,Ahmedabad,Karnataka,122001,101.32
19782,Pune,Delhi,400001,110.49
6651,Delhi,Delhi,302001,54.24
28731,Gurgaon,Maharashtra,999999,15.31
28790,Udaipur,Tamil Nadu,122001,196.17
21369,Jodhpur,Karnataka,313001,74.83
22328,Kota,Haryana,110001,147.26
5166,Chandigarh,Gujarat,400001,89.9
8576,Indore,Karnataka,122001,160.49
13621,Indore,Rajasthan,302001,36.32
16067,Bhopal,Maharashtra,122001,139.58
11388,Ajmer,Rajasthan,226001,143.94
8893,Ajmer,Tamil Nadu,560001,55.31
22288,Kanpur,,302001,44.94
23622,Udaipur,,324005,18.15
8283,Kanpur,Punjab,160017,108.59
11071,Lucknow,Delhi,313001,53.99
280,Chandigarh,Gujarat,411001,90.81
7221,Gurgaon,Madhya Pradesh,324005,116.91
21135,Kanpur,Uttar Pradesh,226001,97.84
19414,Delhi,Uttar Pradesh,400001,159.64
9100,Ahmedabad,Karnataka,201301,122.7
5156,Udaipur,Tamil Nadu,400001,64.68
7748,Kota,Maharashtra,324005,
17017,,Delhi,313001,163.66
24411,Kota,???,226001,128.0
13620,Amritsar,Haryana,226001,134.28
11118,Amritsar,Delhi,324005,9999.0
4846,Gurgaon,Haryana,411001,175.36
27224,Mumbai,Madhya Pradesh,110001,79.74
5349,Jaipur,Punjab,302001,113.85
28283,NaN,Delhi,560001,83.08
