delivery_id,order_id,driver_id,vehicle_id,pickup_time,delivery_time,delivery_status,distance_km
17823,10754.0,13206.0,24115.0,2023-03-30 05:40:16,2023-03-30 11:40:16,DELIVERED,10.0
28377,15426.0,18434.0,29638.0,2024-06-17 05:21:48,2024-06-18 15:21:48,DELIVERED,74.0
22223,26883.0,10070.0,12612.0,2024-12-21 18:03:45,2024-12-24 02:03:45,IN_TRANSIT,86.0
8529,28432.0,23243.0,22914.0,2023-11-01 06:15:13,2023-11-03 00:15:13,DELIVERED,56.0
13518,5854.0,5461.0,5424.0,2023-03-16 04:32:27,2023-03-18 13:32:27,DELIVERED,82.0
10388,,28263.0,6694.0,2024-08-05 10:23:20,2024-08-06 03:23:20,DELIVERED,54.0
16798,5978.0,21724.0,25730.0,2023-04-03 06:45:25,2023-04-03 14:45:25,DELIVERED,999.0
16119,13160.0,12783.0,7777.0,2023-12-12 23:43:14,2023-12-15 11:43:14,IN_TRANSIT,5.0
19115,,2680.0,20384.0,2024-07-17 11:01:25,2024-07-20 07:01:25,DELIVERED,20.0
15336,5129.0,13953.0,8133.0,2025-03-04 17:15:04,2025-03-05 01:15:04,IN_TRANSIT,4.0
29473,20141.0,1394.0,24543.0,2023-01-07 09:47:01,2023-01-08 07:47:01,DELIVERED,90.0
15092,20812.0,9525.0,7777.0,2023-11-13 09:28:13,2023-11-15 17:28:13,IN_TRANSIT,
21354,20629.0,16236.0,4353.0,2023-12-05 01:52:12,2023-12-07 20:52:12,IN_TRANSIT,76.0
16905,24690.0,2648.0,23577.0,2023-02-27 07:28:33,2023-03-01 06:28:33,DELIVERED,31.0
11636,21436.0,13572.0,4740.0,2024-11-16 14:59:09,2024-11-17 06:59:09,DELIVERED,49.0
12806,3457.0,11638.0,3441.0,2024-02-06 19:15:25,2024-02-08 01:15:25,DELIVERED,11.0
8715,17435.0,9183.0,14677.0,2023-03-27 22:50:37,2023-03-30 16:50:37,FAILED,68.0
12028,16370.0,1493.0,20775.0,2024-07-14 16:21:40,2024-07-17 14:21:40,DELIVERED,
14892,1228.0,12295.0,23448.0,2023-05-28 18:18:35,2023-05-31 10:18:35,IN_TRANSIT,76.0
10257,6470.0,24761.0,7816.0,2025-04-23 15:52:25,2025-04-24 04:52:25,IN_TRANSIT,52.0
2933,439.0,22143.0,17079.0,2023-07-07 06:15:45,2023-07-07 21:15:45,IN_TRANSIT,5.0
5454,3680.0,9988.0,28842.0,2023-07-21 16:29:24,2023-07-24 08:29:24,DELIVERED,25.0
6004,6764.0,21231.0,26943.0,2023-10-09 08:40:02,2023-10-11 01:40:02,FAILED,13.0
6152,24823.0,15298.0,8626.0,2023-08-04 10:46:22,2023-01-02 21:00:00,DELIVERED,97.0
13739,17636.0,8321.0,27620.0,2024-08-10 19:22:23,2024-08-12 06:22:23,DELIVERED,45.0
4590,17769.0,10861.0,2473.0,2023-09-16 20:49:23,2023-09-19 11:49:23,IN_TRANSIT,59.0
16380,22918.0,308.0,1472.0,2024-01-06 02:10:44,2024-01-07 15:10:44,DELIVERED,64.0
9382,14689.0,14581.0,29972.0,2025-03-24 10:07:26,2025-03-27 02:07:26,DELIVERED,12.0
27825,29019.0,,3009.0,2023-07-02 07:40:58,2023-07-04 09:40:58,DELIVERED,2.0
6281,11817.0,21087.0,20566.0,2023-07-10 09:02:07,2023-07-11 20:02:07,FAILED,74.0
25369,15399.0,18076.0,3116.0,2023-03-17 23:19:20,2023-03-19 03:19:20,IN_TRANSIT,68.0
9993,10249.0,24499.0,13580.0,2024-03-31 12:44:50,2023-01-05 03:00:00,DELIVERED,90.0
16504,,6117.0,12640.0,2025-04-09 07:49:09,2025-04-09 19:49:09,DELIVERED,97.0
17847,16683.0,21181.0,8805.0,2024-11-23 08:23:53,2024-11-23 09:23:53,DELIVERED,11.0
25675,5851.0,28076.0,9689.0,2023-11-03 02:27:05,2023-11-05 18:27:05,DELIVERED,88.0
14951,22350.0,18676.0,16355.0,2024-05-07 06:45:04,2024-05-08 22:45:04,IN_TRANSIT,93.0
28945,19400.0,1728.0,16146.0,2023-01-06 17:31:32,2023-01-07 07:31:32,IN_TRANSIT,14.0
26572,28228.0,24829.0,17825.0,2024-01-19 01:50:01,2024-01-21 13:50:01,DELIVERED,8.0
2919,29848.0,14932.0,22435.0,2024-05-10 21:10:49,2024-05-12 21:10:49,IN_TRANSIT,90.0
5658,24297.0,11634.0,16986.0,2023-04-23 07:39:31,2023-04-24 00:39:31,IN_TRANSIT,24.0
20949,11911.0,8446.0,11101.0,2025-06-10 00:29:56,2025-06-10 22:29:56,DELIVERED,82.0
6290,162.0,13582.0,8532.0,2025-01-25 17:55:54,2025-01-26 16:55:54,FAILED,62.0
16362,17482.0,499.0,12823.0,2024-08-18 20:28:13,2024-08-20 17:28:13,IN_TRANSIT,8.0
12484,,16805.0,20343.0,2025-03-31 17:55:55,2025-04-01 15:55:55,DELIVERED,66.0
9684,20119.0,26124.0,26580.0,2024-11-23 08:31:42,2024-11-24 03:31:42,DELIVERED,27.0
13703,6399.0,18348.0,17079.0,2023-03-28 11:22:34,2023-03-29 02:22:34,FAILED,47.0
5387,27684.0,19082.0,21668.0,2025-05-01 19:22:30,2025-05-04 03:22:30,DELIVERED,22.0
5228,8939.0,24330.0,25225.0,2023-05-26 16:19:28,2023-05-29 01:19:28,IN_TRANSIT,28.0
19852,13141.0,22557.0,4693.0,2024-10-20 16:20:41,2024-10-21 04:20:41,DELIVERED,27.0
5983,1777.0,21509.0,2485.0,2024-10-28 08:37:23,2024-10-30 15:37:23,DELIVERED,39.0
17438,18369.0,20306.0,13656.0,2023-04-24 07:22:50,2023-04-25 21:22:50,DELIVERED,58.0
29611,13254.0,13860.0,20936.0,2024-02-05 04:55:39,2024-02-06 18:55:39,DELIVERED,15.0
27821,23492.0,26586.0,988.0,2025-06-09 14:43:08,2025-06-09 15:43:08,DELIVERED,28.0
29870,16547.0,14560.0,23372.0,2023-07-28 18:00:34,2023-07-31 17:00:34,DELIVERED,42.0
27960,9938.0,18445.0,22681.0,2024-10-30 13:41:07,2024-11-01 15:41:07,IN_TRANSIT,32.0
22623,12694.0,24903.0,8845.0,2023-07-02 05:55:00,2023-07-02 13:55:00,DELIVERED,19.0
27348,1838.0,18036.0,6095.0,2023-08-29 01:02:53,2023-08-31 15:02:53,DELIVERED,99.0
20141,23243.0,16998.0,8207.0,2024-08-27 16:32:13,2024-08-30 05:32:13,DELIVERED,61.0
2901,6019.0,11319.0,8265.0,2024-12-10 18:39:12,2024-12-11 14:39:12,IN_TRANSIT,58.0
6135,1569.0,14974.0,14732.0,2023-06-02 01:52:26,2023-06-04 08:52:26,DELIVERED,999.0
19866,15127.0,1134.0,-1.0,2024-03-12 10:31:16,2024-03-13 11:31:16,DELIVERED,3.0
10139,28533.0,14803.0,7755.0,2024-07-08 10:17:02,2024-07-09 08:17:02,IN_TRANSIT,72.0
24493,17783.0,26789.0,21884.0,2025-01-01 12:02:22,2025-01-02 20:02:22,DELIVERED,86.0
22942,26988.0,11253.0,13885.0,2023-03-01 11:32:54,2023-01-02 19:00:00,IN_TRANSIT,69.0
3663,1338.0,674.0,7829.0,2023-05-20 06:10:55,2023-05-22 22:10:55,FAILED,17.0
26359,13109.0,8651.0,2572.0,2024-02-29 20:19:17,2024-03-01 16:19:17,DELIVERED,83.0
3028,25908.0,992.0,,2025-04-11 07:20:20,2025-04-13 06:20:20,DELIVERED,-5.0
6025,3102.0,5495.0,14405.0,2024-02-04 05:17:36,2024-02-06 12:17:36,DELIVERED,64.0
7496,15663.0,11966.0,20413.0,2025-06-21 12:56:50,2025-06-24 04:56:50,DELIVERED,85.0
13801,25193.0,19002.0,23519.0,2025-01-14 23:44:31,2025-01-16 07:44:31,DELIVERED,48.0
3428,7790.0,2157.0,4998.0,2025-04-04 03:52:38,2025-04-06 05:52:38,DELIVERED,34.0
29265,4662.0,14210.0,2286.0,2024-04-27 01:48:36,2024-04-29 03:48:36,,53.0
1228,1357.0,4135.0,27926.0,2024-02-24 19:30:36,2024-02-27 08:30:36,IN_TRANSIT,2.0
6363,12264.0,28291.0,23416.0,2025-03-02 15:49:38,2025-03-05 05:49:38,IN_TRANSIT,85.0
16988,2430.0,885.0,5385.0,2024-11-26 04:12:25,2024-11-27 11:12:25,DELIVERED,71.0
11457,25832.0,22183.0,13014.0,2023-04-07 18:15:43,2023-04-10 17:15:43,FAILED,24.0
23301,14313.0,26227.0,19928.0,2023-05-09 02:35:46,2023-05-09 05:35:46,DELIVERED,21.0
24983,,,29602.0,2023-04-20 11:19:22,2023-04-22 19:19:22,DELIVERED,29.0
2533,24691.0,,26755.0,2024-05-06 06:34:13,2024-05-07 19:34:13,DELIVERED,46.0
24967,7557.0,8760.0,2463.0,2025-03-29 09:41:57,2025-03-31 22:41:57,DELIVERED,71.0
16071,13686.0,26966.0,26587.0,2023-12-01 10:38:15,2023-12-02 17:38:15,DELIVERED,92.0
24436,15553.0,11298.0,5126.0,2023-04-30 14:09:39,2023-05-01 08:09:39,DELIVERED,63.0
7614,9242.0,12652.0,11622.0,2025-01-17 19:16:12,2025-01-18 08:16:12,DELIVERED,39.0
4321,5468.0,9153.0,123.0,2024-10-04 09:40:04,2024-10-06 18:40:04,,14.0
6910,29214.0,23302.0,8123.0,2024-05-01 06:25:21,2024-05-03 15:25:21,IN_TRANSIT,23.0
267,28363.0,17731.0,8841.0,2024-11-30 04:15:34,2024-12-02 19:15:34,IN_TRANSIT,86.0
9316,24813.0,26107.0,22004.0,2024-05-26 16:14:30,2024-05-28 02:14:30,DELIVERED,74.0
24860,13639.0,9816.0,3819.0,2023-05-14 04:16:08,2023-05-16 07:16:08,FAILED,49.0
18423,4081.0,19245.0,10028.0,2023-10-17 20:33:35,2023-10-18 19:33:35,DELIVERED,41.0
11698,13389.0,14509.0,,2024-09-22 06:23:52,2024-09-24 07:23:52,IN_TRANSIT,25.0
20242,27462.0,5012.0,19549.0,2023-10-20 16:18:07,2023-10-22 21:18:07,DELIVERED,95.0
2458,10763.0,18287.0,11595.0,2023-04-05 22:58:08,2023-04-06 15:58:08,DELIVERED,18.0
15994,24606.0,8798.0,5796.0,2024-07-19 20:09:11,2024-07-22 12:09:11,DELIVERED,
26203,19113.0,7647.0,7707.0,2023-08-09 09:27:01,2023-08-10 07:27:01,IN_TRANSIT,32.0
5865,20740.0,29681.0,6542.0,2024-10-02 00:44:51,2024-10-03 15:44:51,DELIVERED,42.0
6217,12252.0,3044.0,21248.0,2023-05-31 01:25:05,2023-06-02 19:25:05,,-5.0
13245,29314.0,15507.0,22381.0,2025-05-25 06:34:33,2025-05-26 02:34:33,DELIVERED,4.0
4903,25695.0,13139.0,18603.0,2024-02-07 09:50:55,2024-02-08 23:50:55,DELIVERED,42.0
18761,29036.0,4569.0,21155.0,2025-02-07 15:08:25,2025-02-08 02:08:25,DELIVERED,98.0
29383,10380.0,21369.0,4192.0,2024-05-18 10:12:28,2024-05-20 10:12:28,IN_TRANSIT,94.0
23262,19492.0,7252.0,27468.0,2024-05-14 17:45:24,2023-01-01 18:00:00,DELIVERED,78.0
15876,13400.0,16028.0,18705.0,2023-01-21 05:35:42,2023-01-22 17:35:42,,50.0
26443,14750.0,17794.0,14123.0,2023-01-07 22:32:58,2023-01-05 03:00:00,DELIVERED,55.0
26868,15304.0,27749.0,26725.0,2024-02-02 20:50:09,2024-02-05 10:50:09,IN_TRANSIT,21.0
19565,5708.0,27738.0,1444.0,2023-07-09 03:35:26,2023-07-09 11:35:26,DELIVERED,91.0
5383,8750.0,2423.0,8596.0,2024-11-25 14:30:49,2024-11-28 00:30:49,IN_TRANSIT,55.0
29164,2815.0,5395.0,19970.0,2024-11-23 05:22:05,2024-11-25 15:22:05,DELIVERED,33.0
24986,10854.0,23043.0,28171.0,2024-11-18 12:27:22,2024-11-20 14:27:22,DELIVERED,61.0
11032,6854.0,12030.0,724.0,2024-06-08 08:53:09,2024-06-10 13:53:09,DELIVERED,62.0
8736,23682.0,7155.0,5300.0,2023-09-23 00:49:20,2023-09-25 07:49:20,DELIVERED,64.0
27240,24318.0,20722.0,16738.0,2023-06-25 11:58:50,2023-06-27 04:58:50,IN_TRANSIT,71.0
6435,15877.0,2778.0,16866.0,2023-09-25 04:02:17,2023-09-26 14:02:17,DELIVERED,49.0
21434,4137.0,14092.0,19218.0,2023-06-05 00:12:46,2023-06-06 08:12:46,DELIVERED,70.0
21855,2713.0,1750.0,,2024-01-12 02:16:18,2024-01-12 20:16:18,FAILED,38.0
2169,4528.0,20119.0,4301.0,2024-11-07 18:35:52,2024-11-08 21:35:52,FAILED,9.0
21996,29613.0,27881.0,24718.0,2024-10-13 05:36:09,2024-10-15 10:36:09,IN_TRANSIT,25.0
22562,29232.0,14518.0,11378.0,2023-06-28 19:23:58,2023-06-28 21:23:58,FAILED,44.0
24445,26765.0,1603.0,4925.0,2023-08-15 14:22:52,2023-08-16 07:22:52,DELIVERED,85.0
21687,9494.0,16710.0,2108.0,2024-08-25 01:07:42,2024-08-26 20:07:42,DELIVERED,41.0
14577,16011.0,19996.0,28382.0,2023-09-28 02:09:37,2023-09-30 23:09:37,DELIVERED,26.0
13726,29607.0,8858.0,4390.0,2024-12-14 15:27:38,2024-12-16 01:27:38,FAILED,55.0
4707,28780.0,26837.0,21243.0,2024-11-22 17:19:45,2024-11-23 04:19:45,IN_TRANSIT,2.0
4297,22885.0,13207.0,19266.0,2024-01-20 17:54:13,2024-01-20 22:54:13,IN_TRANSIT,72.0
28951,2918.0,16359.0,26627.0,2023-10-13 11:00:41,2023-10-14 04:00:41,DELIVERED,93.0
23586,12029.0,1676.0,20715.0,2023-02-19 21:37:50,2023-02-22 03:37:50,DELIVERED,93.0
3726,6487.0,29388.0,10189.0,2025-04-19 13:52:03,2025-04-19 14:52:03,DELIVERED,89.0
20373,4701.0,12360.0,25732.0,2025-06-29 12:31:22,2025-07-02 01:31:22,DELIVERED,
6401,12901.0,10405.0,21555.0,2024-10-18 23:10:53,2024-10-21 19:10:53,IN_TRANSIT,41.0
5659,4849.0,17105.0,29136.0,2024-01-15 10:02:59,2024-01-16 08:02:59,DELIVERED,83.0
28302,23352.0,19243.0,13977.0,2023-01-21 07:48:47,2023-01-21 20:48:47,IN_TRANSIT,84.0
9677,16301.0,16575.0,17492.0,2024-03-27 12:05:50,2024-03-30 03:05:50,DELIVERED,47.0
26623,24534.0,22987.0,6086.0,2023-08-31 01:38:19,2023-09-02 00:38:19,DELIVERED,5.0
1044,25203.0,20093.0,23220.0,2025-01-27 02:06:08,2025-01-27 21:06:08,DELIVERED,-5.0
822,26373.0,26042.0,10201.0,2024-09-12 19:38:38,2024-09-13 22:38:38,FAILED,50.0
13956,,2479.0,21030.0,2025-06-18 15:29:11,2025-06-21 11:29:11,DELIVERED,79.0
14085,3528.0,19292.0,453.0,2024-06-09 16:00:28,2024-06-11 03:00:28,DELIVERED,34.0
13283,16537.0,4143.0,578.0,2024-04-22 13:10:49,2024-04-23 00:10:49,DELIVERED,59.0
7485,10663.0,27634.0,15118.0,2025-06-13 12:34:53,2025-06-15 07:34:53,FAILED,57.0
25884,26225.0,,22936.0,2024-05-27 01:09:44,2024-05-30 00:09:44,DELIVERED,39.0
18716,17356.0,18443.0,8108.0,2023-05-30 20:06:19,2023-05-31 08:06:19,IN_TRANSIT,56.0
28789,15178.0,7366.0,9838.0,2023-04-06 17:43:52,2023-04-08 15:43:52,DELIVERED,50.0
27501,9517.0,14255.0,1511.0,2024-02-21 15:44:26,2024-02-23 20:44:26,DELIVERED,64.0
26952,22328.0,12957.0,5696.0,2024-03-10 02:36:56,2024-03-10 10:36:56,DELIVERED,30.0
20217,,5832.0,14956.0,2023-05-21 20:11:19,2023-05-24 19:11:19,DELIVERED,43.0
29059,14449.0,,29046.0,2023-04-23 08:30:52,2023-04-24 17:30:52,IN_TRANSIT,31.0
26022,21104.0,6687.0,8911.0,2023-04-29 06:33:32,2023-05-01 23:33:32,IN_TRANSIT,57.0
29884,5090.0,7486.0,23706.0,2024-09-06 14:58:21,2024-09-08 07:58:21,DELIVERED,12.0
13590,11812.0,22245.0,12515.0,2025-01-11 21:50:30,2025-01-13 14:50:30,IN_TRANSIT,73.0
17992,,27531.0,8996.0,2023-12-09 16:08:49,2023-12-09 21:08:49,DELIVERED,27.0
27034,11074.0,16660.0,17914.0,2023-12-29 15:33:11,2023-12-30 09:33:11,FAILED,62.0
20549,17693.0,4717.0,17317.0,2024-11-14 03:50:27,2024-11-16 15:50:27,DELIVERED,68.0
29551,12145.0,,16123.0,2023-01-03 00:37:00,2023-01-03 23:37:00,DELIVERED,81.0
2904,28510.0,16870.0,27636.0,2023-10-14 22:33:39,2023-10-16 22:33:39,FAILED,48.0
28008,1745.0,27453.0,23180.0,2025-05-24 21:23:58,2025-05-27 10:23:58,DELIVERED,23.0
3777,29752.0,19962.0,17975.0,2024-08-17 04:57:12,2024-08-17 10:57:12,IN_TRANSIT,22.0
15479,23816.0,18948.0,12707.0,2025-05-09 02:47:31,2025-05-10 19:47:31,DELIVERED,9.0
20538,8598.0,13672.0,23877.0,2024-11-28 09:30:14,2024-12-01 05:30:14,FAILED,40.0
12690,9494.0,13852.0,18967.0,2024-02-08 16:18:28,2024-02-10 11:18:28,DELIVERED,50.0
8185,17438.0,7992.0,26130.0,2025-01-06 14:34:34,2023-01-04 16:00:00,FAILED,67.0
5041,26809.0,13853.0,19074.0,2025-05-05 10:48:52,2025-05-06 09:48:52,DELIVERED,41.0
29527,19986.0,28430.0,21507.0,2024-08-13 20:38:14,2024-08-15 15:38:14,DELIVERED,
29218,28836.0,,1016.0,2024-06-26 00:35:11,2024-06-27 07:35:11,IN_TRANSIT,26.0
22503,15719.0,22633.0,10205.0,2024-07-12 05:03:03,2024-07-14 18:03:03,IN_TRANSIT,4.0
3185,6777.0,8739.0,12316.0,2025-02-06 08:23:03,2025-02-08 22:23:03,IN_TRANSIT,4.0
5909,27860.0,17078.0,4690.0,2024-06-14 10:56:53,2024-06-16 20:56:53,DELIVERED,31.0
14652,3467.0,133.0,17394.0,2023-10-20 09:26:23,2023-01-01 17:00:00,DELIVERED,44.0
17732,852.0,17718.0,8284.0,2025-03-20 22:45:48,2025-03-21 05:45:48,DELIVERED,
1792,24825.0,1407.0,5000.0,2024-07-17 12:32:37,2024-07-19 05:32:37,IN_TRANSIT,97.0
1531,10350.0,8649.0,22935.0,2023-02-04 18:07:03,2023-02-05 06:07:03,IN_TRANSIT,99.0
24120,14846.0,14917.0,7078.0,2024-04-12 14:53:01,2024-04-13 20:53:01,FAILED,79.0
3257,20912.0,18151.0,150.0,2024-07-11 09:06:23,2024-07-13 02:06:23,DELIVERED,99.0
211,2214.0,5659.0,2390.0,2024-02-25 12:08:23,2024-02-27 19:08:23,IN_TRANSIT,22.0
3190,514.0,27704.0,1732.0,2024-02-05 11:25:24,2024-02-06 10:25:24,DELIVERED,22.0
1669,14388.0,,8888.0,2023-01-11 16:00:24,2023-01-14 07:00:24,DELIVERED,5.0
25619,,5686.0,9337.0,2025-05-03 01:27:32,2025-05-05 02:27:32,FAILED,18.0
3109,152.0,15874.0,21446.0,2024-11-16 11:04:09,2024-11-18 10:04:09,IN_TRANSIT,56.0
12241,19572.0,21280.0,13503.0,2023-09-29 16:20:30,2023-09-29 20:20:30,DELIVERED,78.0
4814,6820.0,11623.0,17715.0,2023-01-28 00:19:52,2023-01-29 15:19:52,IN_TRANSIT,64.0
17688,2795.0,19771.0,20809.0,2023-09-08 10:14:00,2023-09-10 15:14:00,DELIVERED,85.0
8506,25289.0,,22204.0,2025-02-24 18:25:18,2025-02-25 19:25:18,DELIVERED,96.0
5415,20170.0,4447.0,25090.0,2023-03-07 13:34:32,2023-03-08 18:34:32,IN_TRANSIT,75.0
9200,24411.0,8802.0,16498.0,2023-10-11 21:12:07,2023-10-14 13:12:07,DELIVERED,96.0
9474,8357.0,2031.0,28664.0,2025-02-01 16:55:39,2025-02-02 08:55:39,FAILED,7.0
24519,1615.0,19317.0,20044.0,2024-11-10 09:36:24,2023-01-02 09:00:00,IN_TRANSIT,17.0
8011,13952.0,15175.0,31.0,2024-11-30 05:01:43,2024-12-01 08:01:43,DELIVERED,56.0
12114,13033.0,26735.0,22855.0,2023-05-17 23:54:44,2023-05-19 20:54:44,DELIVERED,28.0
11506,19101.0,8540.0,15513.0,2023-12-21 19:24:47,2023-12-22 01:24:47,FAILED,12.0
27022,22984.0,5462.0,18775.0,2023-10-20 18:19:43,2023-10-22 10:19:43,FAILED,15.0
21480,5.0,11795.0,210.0,2024-10-01 14:10:19,2024-10-04 06:10:19,DELIVERED,42.0
24164,1052.0,18809.0,22483.0,2023-05-30 17:16:48,2023-05-31 20:16:48,DELIVERED,58.0
7404,24444.0,17526.0,20086.0,2024-06-07 06:49:36,2024-06-09 22:49:36,DELIVERED,23.0
25310,17211.0,5731.0,21956.0,2025-03-10 06:59:39,2025-03-12 22:59:39,IN_TRANSIT,92.0
4581,21948.0,12524.0,18157.0,2024-08-05 03:33:22,2024-08-07 20:33:22,DELIVERED,39.0
9277,26121.0,24620.0,16574.0,2023-03-03 10:12:59,2023-03-04 13:12:59,DELIVERED,77.0
23006,13967.0,25295.0,8018.0,2023-07-01 15:50:24,2023-07-04 13:50:24,DELIVERED,52.0
28002,13778.0,10669.0,20769.0,2024-10-05 13:40:11,2024-10-05 23:40:11,,21.0
24701,9921.0,17356.0,2080.0,2025-06-20 16:37:35,2025-06-21 06:37:35,DELIVERED,13.0
9527,15685.0,24426.0,21357.0,2025-04-29 05:09:31,2025-05-01 06:09:31,DELIVERED,98.0
11718,22962.0,4579.0,1439.0,2024-09-26 05:10:18,2024-09-29 03:10:18,FAILED,18.0
3442,22487.0,14647.0,217.0,2023-11-05 15:03:37,2023-11-08 03:03:37,IN_TRANSIT,14.0
23336,99999.0,25413.0,22385.0,2023-05-06 09:33:43,2023-05-06 21:33:43,DELIVERED,83.0
23228,26910.0,4469.0,27653.0,2025-01-27 08:52:48,2025-01-28 19:52:48,,89.0
24381,6353.0,4078.0,10211.0,2024-01-05 09:33:09,2024-01-07 06:33:09,DELIVERED,67.0
9935,7705.0,6708.0,27928.0,2025-05-25 09:13:21,2025-05-26 12:13:21,FAILED,6.0
3397,21122.0,12284.0,21817.0,2024-12-11 23:36:41,2024-12-14 08:36:41,IN_TRANSIT,85.0
1661,12314.0,6486.0,19509.0,2024-07-01 00:16:25,2024-07-03 23:16:25,DELIVERED,37.0
10905,6729.0,8709.0,18684.0,2023-06-23 04:23:31,2023-06-26 00:23:31,DELIVERED,30.0
15618,26968.0,20615.0,6830.0,2024-09-10 13:13:31,2024-09-12 12:13:31,DELIVERED,
